id	turn1	turn2	turn3	label
6373	If Three Lions isn’t in your Spotify 2018 top 100 then you should be ashamed	ok coldplay ://///	I have no embarrassment	others
6374	i love the light in your eyes and the dark in your heart	I LOVE U	ilove u MORE	others
6375	this is what i want my room to be like i just never see this kinda decor anywhere	u gotta go to antique stores for candle holders like that i see them all the time in the south	uughhhh there's only one store like that in my entire town but it's not goth-y stuff really like this most of the time	others
6376	I FORGOT QUINNS REAL NAME IS LUCY	shut up this never happened	oh but it did. it’s canon forever	others
6377	I want my ring back	Resizing? Mine had to be done as well! Worth the wait	Yeah!! I get it back on Saturday but it’s not the same	others
6378	dont you dAAAARE	Must have forgot to be a Sneaky Sinclair	and then became a Sentenced Sinclair	others
6379	Eh, a pirate's loyalties are thin. What's to say I can't have friends on both sides? (Don't be deceived, is a BIG SCARY orc with BIG SCARY swords! I was clearly terrified)	He's like a big teddy bear you mean	Hey, I’m trying to not COMPLETELY ruin his reputation here!	others
6380	I was just thinking what is the remote fascination. My daughter dives for it everytime	I’m trying to figure it out	I wonder if it’s the buttons.	others
6381	Anyone got a turbo RZR front diff ?	And a front axle u owe me?	You told me 6 times I don’t owe you shit	others
6382	We all face challenges. The trick is on the way we react to the things that happen to us.  As a facility manager, there’s always something that can be challenging. A way to prepare for those situations is by foreseeing risks and planning possible approaches.	And putting the tools in place to mitigate those	issues -	others
6383	I’m probably gonna get cancer from all the scented Expo markers I used to smell as a kid.	You also used to do a lot of biting. I am concerned	Yeah but that’s never changed...	others
6384	Where should Bath play whilst the Rec is being redeveloped?	Bath Romans. Ready for the rebrand	I leaked this plan a few months ago. Never denied by the club. It will happen, sooner rather than later.	others
6385	I could literally eat salad everyday	You have issues	It’s a healthy obsession	others
6386	my pants are all wet with my girl power	I think thats called love	then god damn do i love anime tiddies	others
6387	Fuck the system man.. I’m sad ass a fuck right now ... FREE sharaka until she free	Check DM	Ok I just wrote you back	others
6388	On outdoor display in the main piazza in Florence. I have always loved this work, it's really something to see in person.	I can't believe the stuff those artists did with stone. Seeing it in person would probably cause me to short-circuit.	It's one of three on display, all of them gigantic and super-intense.	others
6389	YALL I GOTTA GO	OMDS YAAAS	THIS IS A FUCKING DREAM	others
6390	Girl!! I’ve been feeling like this for awhile	I haven’t felt like this in foreverrrr. SooooIt’s bad lol	Same I haven’t really been processing my aggression and anger well lately. I barely kno why I feel so much aggression	others
6391	I can't believe I'm hearing this. You have no idea how much Buzzcocks were part of my formative punk years	Devestating :(	I don't know what to say	others
6392	I’m upset about Max leaving Anastasia, because I really love the current cast, there’s 2 characters that I preferred the original, but I really love this cast	Max can’t leave I won’t let him	I love him as Gleb, he’s perfect	others
6393	once i go blonder in a couple weeks, it’s over. idk anybody & im a brand new bitch	Straight savage	gotta start off 2019 w positive energy	others
6394	"I'll never understand why people choose to hate something just because. At least have some points as to why you hate something instead of ""I don't like it because it's dumb""..."	Politely and firmly disagree. I should be alloud to hat things that are dumb	Wasn't directed towards you, or any one for that matter	others
6395	Let me know when you get that answer.	Gotchu sissss , you finished whylin?	Yes I’m done til I catch that lil thieving btch onda streets. I gotta watch out shorty went crying to her momma & now momma threatening me w the Feds	others
6396	JAMES GREIN: ‘I HAVE TO THANK CARDINAL DOLAN FOR SAYING, “WE HAVE CREDIBLE EVIDENCE.” THAT GOT THE BALL ROLLING.’	Very powerful interview.	I thought so, except how Uncle Ted taught him to pray. What sort of a prayer guide is that?	others
6397	Zero rispetto per Luna da quando ha detto con estrema nonchalance la n-word. Superflua, sopravvalutata, un produttino alla Rochelle.	Quando l’ha detto?	Nel mashup di god is a woman/I do	others
6398	Yessssss!!! Yeahyeahyeahyeahyeah *jumps up and down before realizing I'm too old to jump up and down without knee pain*	Stoked that you like the premise!! (Btw I jumped yesterday to reach the top of my closet and I'm pretty sure my kneecaps turned to sand)	Aaahahahaha. I hate to laugh but I'm pretty sure the Rice Crispies I ate as a child collected in my knees for a snack. *high five* sand knee twin!	others
6399	Drake was HURTING in the end there on Diamonds Dancing, yoh.	yeses i forgot about this tape.	same, until i thought of futures verse on live from the gutter and jammed it whole	others
6400	Every year Bron fans make it seem like Bron has absolutely no help whatsoever even tho he goes to the Finals every year	This year he not making it	Facts	others
6401	OKAY BUT WHY IS IT OVER $220 TO PURCHASE FOUR TICKETS TO AMERICAN GRAND WHAT	That’s not bad at all if you’re getting 4 maybe if it was one	I’m pretty sure that’s TERRIBLE there is no reason my boyfriend should be paying $55 to see my sister compete for a total of 5 minutes. He doesn’t like cheer, he likely won’t watch any other teams it is almost $28 per 2 and a half minutes	others
6402	I haven’t had a Christmas tree in my 6 years of living alone but my parents insisted that I have one and got it behind my back. Now I gotta decorate the bitch	You better than me cuz I would’ve packed that bitch right back up	Lmfao I should have	others
6403	my spotify wrapped isnt accurate cause i’ve used like 10 accounts this year	Mine told me I’ve been listening to songs I’ve never even heard of	lets get crazy by hannah montana is in mine even though i only listened to it like thrice	others
6404	Two different brands of Malted Milk biscuits - one is slightly larger than the other, one has a cow and a five-barred gate, the other has two cows, the main one facing in the opposite direction	They're plotting something.	It's the cow takeover	others
6405	OH MY GOD I HATE THIS TWEET LMFAOOOO FUCK	BYE	MOONCOUNTRY IN FUCKINR CRINE	others
6406	Got my nephews girlfriend messaging me she's 20 in 17 days, boo fucking hoo, I'm 34 in 3 an a half hours ffs, ain't no sympathy here girl	Getting old Gem	I know	others
6407	Today happens to be a feast day, so my ass is going off the most recent ep of and watching borrowed hearts on YouTube	What feast are you celebrating? St Nick?	Goibniu, who happens to be the equivalent of St Nick in my pantheon :)	others
6408	I have an irrational love of these types of things. Oh, and I actually think the answer is 3. They have no weak links on D, and the best spacing.	Larry Bird should be in jail based on that haircut and mo	Its horrific, isn’t it?	others
6409	I don't get why people waste their time criticizing him on petty stuff like this. There are so many more egregious things to focus on. Why expend the mental energy worrying about how he sits?	Remember when he poured stuff into a koi pond though?!	But now I googled and found it, and yeah that's even more stupid than this	others
6410	I am not liking this at all!	6 months out of my year haha	I’m not good with this...	others
6411	Idk who I'm playing in ultimate :(	Austin K Rool	He struggles too much getting off the ledge and if I play a bad character im just gonna hate the game like smash 4 :(	others
6412	WHOEVER STOLE MY ULTA PACKAGE FROM MY FRONT DOOR, I HOPE YOU FALL INTO A VOLCANO.	Omg youer kidding	Smh. Last year, someone opened one of our packages and left it. It was a book so I’m assuming that’s why they didn’t take it. I guess they really wanted al the shit I ordered from Ulta. I’m so mad and sad.	others
6413	bitch. bitchhh. IM BUSY ON FRIDAY NIGHTS	YOURS DIDN'T GLITCH SJJS I THOUGHT IT WAS A FILTER WTG	IT DID GLITCH AT FIRST. I THOUGHT IT WAS A FILTER TOO AKSKSK	others
6414	You guys listen to Reply All?	Wisconsin is a terrible place.	Isn't that where Making A Murderer also happens? What a mess.	others
6415	I have finished work now for 2018...don’t return until 15th January 2019....bring on the festivities	Merry Christmas!	And to you too Kelly..I meant to drop into the office to wish you a Merry Christmas but was swamped at end of last lecture with everyone saying thank you for the course which was lovely	others
6416	hey long time no chat	I am good thanks b x	its all good i dont know why ive missed ya all from my TL like just trying to get back into it all just need to follow me back like before & then il be happy again	others
6417	Wrote the best pop songs of the late ‘70s.	What a heartbreaker-I was just playing ESP this afternoon - and thinking how amazing that band were. :(	Just reviewed reissues of first 2 albums for Shindig and was struck by how influential that sound became. All those Scottish bands in particular - Pastels, Soup Dragons, Shop Assistants etc.	others
6418	Can’t believe last weekend I was too drunk to open my front door so sat outside my house for an hour	melt	Thanks for staying up n making sure I got in xxxx	others
6419	"let's be real ""what job would your fursona have"" is last year's fursona meme what kind of youtube channel would ur fursona run?"	Youtube Music Reactions (I kinda want to do it myself)  OR Cooking with Sol (He plays nothing but Soul music and R&B in the background, his first 3 videos got taken down because of copyright law)	BOTH????????? COMBO CHANNEL BECAUSE I LOVE THESE	others
6420	Hi tweeps,  Some tweets are just commnts, appreciation of beauty or finess, not all tweets under fine girls picture issa Shot. Some of us just love to compliment without necessarily sliding.	Do you even compliment people?	I do love. If you want daily compliments. Subscribe at	others
6421	Keira has her first Christmas performance.. and idk if I’m ready for it	omg mom her sis Mila too	Omg the twins are performing tonight! I’m gonna cry!	others
6422	He's likely talking about things like, Intimacy mode and the Dressing Room, which have no real bearing on the game itself. The entire game isn't gonna get toned down.	I hope bc that’s like the only reason people buy the games really	At this point, the series should really go back to Nintendo, since they wouldn't have to deal with this shit in the first place.	others
6423	Dear Rachel,  I don't think it's your place to decide who can have or express an opinion on anything.  You're welcome.	"Don't undercut your point with ""I don't think."" Just own it. ""It's not your place..."""	Fair enough.	others
6424	Discovered my newest pet hate: when an abnormally tall person strolls in and stands in front of you at a gig. Like, you must realise your lanky ass is in the way, move the fuck along Hodor.	Last show I went to I stood in the corner because I didn't want to block others view	You’re a good egg! No need to stand in the corner though, just look out for us little ones	others
6425	lmfaooo yall really out here stressing bout other humans?	What’s wrong with em yanna?	must got a chemical imbalance couldnt be me	others
6426	Sixers need to prove themselves tonight.	That was a good game. I was sad that the Sixers lost, but this L will serve a purpose.	Yeah. We looked good the 1st half but we just couldn't sustain it for 4 quarters. I think Butler will help create a more disciplined and focused team culture in the long run.	others
6427	Starts the day surprising his mother with a hug, a coffee and a chrysanthemum.  “You must be sick of roses. Sorry about the goats.”	"What a lovely surprise! She hugged him back and accepted the coffee and the flowers.  ""Hello, honey. Thank you so much for this surprise. I forgive you. Just no more animals for a while."""	Hugs his mother and whispers mischievously.  “What about nice peacocks for the terrace? I also thought of some swans for the lake.” It’s easy to tease his lovely mama. Moves onto a more delicate subject. >>	others
6428	are ladybugs... (i'm trying to prove emina and maria wrong ok help me)	Tell them they're T posing in your room and then ask	that's not the question and you know it	others
6429	it’s a good thing x x isn’t coming out this year. loona need to RESTTTT, especially the yyxy girls who have been non stop promoting since FUCKING MARCHHHH. i’m glad they are resting and having fun for the holidays. it will come out in january everyone needs to chill	ok but we’re gonna need a carol 3.0 from the girls.....	well tea as long as they don’t have to promote it	others
6430	My dad and I are working different jobs today, I packed his lunch for him and he sent me this	Hahahaha I'm dead	Working all these years and taking responsibility for my actions don't mean shit but I pack a lunch and my balls drop	others
6431	WarioWare: Oñate’s Foot	WarioWare: The Canine Mutiny with Imran Khan	This is a good pod ep title	others
6432	If Die Hard is on your list of Christmas Movies you are a fraud and an embarrassment to those who love Christmas. That is all.	Aaron... don't do this.	I will die on this hill.	others
6433	Jo from	Lovely! I'm with you on what I'd do if I won the lottery and the gin	Love my gin Most people don't understand my lottery dreams, but I'm quite happy with my lot, I'd just like to see more of the world.	others
6434	Unauthorized/General people at sleeper coaches in 13352 train. S4 coach.please take an action.Fearing about luggage	Please share your PNR number	Dear sir,Nothing changed.Our journey became sleepless.we are failed to get Indian railway services in a good way..Sleeper classes are made as general coaches and staff not care about it.	others
6435	This is a great thread on Russian foreign policy in the bigger picture since 91.  Missing too are the Chechen invasion of Dagestan, the Western intelligence assets at Pankisi gorge that flipped and did Boston bombing and later joined ISIS, and so much more little small bullshit.	Other than , has any other journalist written about this?	Not that I know of, more often than not to recreate the story from piecemeal you have to become the journalist and article compiler. Because none of these guys or outlets are consistent. But it can be done.	others
6436	Her husband is a coal billionaire. FFS greedy sycophants all of them. The best people my ass	Wow, imagine that. Someone with an open mind who can see both sides. You should try it.	I am open minded as to why she said it. She knows global warming is a fact but is greedy and wants the power and the money. Or she is genuinely stupid and therefore unqualified. You choose.	others
6437	I hate when chad farts in the car and locks all the windows	He’s so gross	He’s a mess but I love him	others
6438	Whoa. I just had	I can hear	I didn’t until you said it. Haha	others
6439	if i listen to this mix one more time i might date a Jamaican who doesn't eat pussy and be ok with it	Lmfaooo	West Indian men are so good at finessing. like... oh you dont eat pussy but your banana long till e ben? mmmmmmmm interesting	others
6440	Sprint just made it so you can talk on the phone and be in the internet at the same . YOURE WELCOME	Thank you I be pissed	I’m weak	others
6441	Tfw your new phone doesn't have all your contacts for some reason & you're trying to guess who texted you about Riverdale.	That's hilarious.	I think I got it? But it was definitely harder than one might expect.	others
6442	This man desperate asff, I know I left lock, but this is what happens wow people in this community are stupid. Then lock main got hacked. Dick move from vision.	I’m jus smart to get it,never said I wasn’t giving it to clips lol	It ain’t cool, you got it when you found out lock got hacked, and you used the @ for money come on now.	others
6443	if i ever see the racist old hag that came into my work yesterday out in public.... it was nice knowing y’all, be my pen pal when i’m locked up	Omg WHO	not that it narrows it down but that one late 40s white woman with the blonde bob, glasses, kind of looks like an older Angela from the office, everyday she has a different mood	others
6444	Stumbled across your music on YouTube recently, so glad I did. Black Hole is incredible. Can’t believe you’re so young. Hope you make it big. Play Sacramento sometime and I’ll be there.	bedhead is the best and he’s got an album otw stay tuned pls	He’s got mad talent for sure! Can’t wait to snag an album when it comes out!	others
6445	ANYONE WANT TO MAKE A BET ON THE REVEAL THAT IS HAPPENING TODAY ??? IF YOU THINK ITS NOT HAPPENING I GOT A COOL 20 SAYING IT WILL SUP?	It won’t sup?	I’ve already taken a couple I’m good lol	others
6446	oh hi	hello	Sup lol	others
6447	i also haven’t heard back for my heb application even tho the unposting date was today [when the other positions were unposted i got emails saying i wasn’t selected] clasps my hands	I wish you luck. I miss HEB solely because it's tamale season and I really want fresh, hot tamales.	SENDS YOU TAMALES and thank you!! the virtual interview said it could be up to 10 days before i hear back so i’m staying hopeful	others
6448	Many many people will never ever understand this. But I have the best job ever. Fact. The fact I forgot this is a brutul shame. But I remember now. It was a short memory loss.	As long as you remember it now, and love every day	I know, right!	others
6449	German. my grandmother was from Bremen	Most of our family are from Göttingen :-)	I have never been to Germany. My grandmother always said go w here. I was younger wanted to go places w friends. I regret it.	others
6450	how is blackpink not on there i listen to them every single day	ur minutes compared to my minutes......	i only started using spotify in like september invalid argument	others
6451	Gallant - Bourbon	I’ve heard him... and for reference I checked out the song you recommended. he has a great voice but his beats are all basic and his hooks are boring.	I digress. I’ll never bother u with my bullshit again	others
6452	I really miss you all. I miss streaming and talking to all you lovely silly butts. I'm still going through things and pushing through them on my end. But I truly hope that you all are doing amazing and that you're all warm with full hearts this winter ♡	We miss you too! We'll be waiting	Awwwwh thank you!! I'll try to be back soon!	others
6453	I like making sickly-sweet videos of these fluff balls to watch when I'm stressed.	So adorable	Aren't they?!	others
6454	5 meeting day: completed Always Cheating Advice Shop: open We're opening up a special mini-edition of the Always Cheating Advice Shop. 100% accurate answers to your dilemmas for the next 15 minutes starting...now.	Arnie + Mane to Auba + ?(sub 5.9)	Don't laugh but...might it be Robert Snodgrass?	others
6455	This shit stinks	they’re so homophobic and for what	All you get from being homophobic is being ugly but 30 but oh well since they wanna act a fool	others
6456	D. Miguel declared his intention to end as he called it “the perfidious free stone masons”, referring to the Constitutional and liberal Masonry	What's your opinion about Dom Pedro IV (Dom Pedro I in Brazil) ?? In Brazil he was very unpopular and abdicated the throne.	He is (unfortunately) very popular here in Portugal because he’s propagandised as having “freed” the country from his brother, D. Miguel, on his illegitimate and unlawful return from Brazil	others
6457	Absolutely disgusted with the service from your Wokingham store manager Bianca tonight - went to collect an online order, paid, watched as my pizzas sat on a shelf for 25 mins - only got them when I asked what was going on. Zero apologies and a rude store manager!	We're very sorry to hear this. We can provide a link to our care team if you wish to take this further?	Yes please, currently the experience I’ve had makes me not want to return again	others
6458	CSGO's header = 9th Operation = Rats 13th = next Thursday They never said a specific date.	"Definitely ""Vermin"" instead of ""Rats"" tho, right?"	Potentially, if it links to the 13th centuary then the operation could be called Black Death. (Something I told Joe, the thief xox)	others
6459	Before you ask, no I'm not.	WHY?!? You would SLAY it.	I'm not lowering myself to that!	others
6460	wow can you believe my boyfriend is this hot??	that's a good catch right there	i mean-	others
6461	Canny believe a play in the same fitbaw team as this cunt	A feel sorry for you mate	x factor tweets now that wowsaaaaa son	others
6462	I LEARNED HOW TO MAKE GYOZA TODAY	invite me over	Not until I get my account invite	others
6463	man, you really have personal issues with that man. Lesanik is James Harden's Ex girlfriend and she's 34!	Getting real fabricated in here right	Bruh, the internet is a spooky place right now	others
6464	Presses his tiers against 's and waddles away !  Happy giggling.	➤    Wide-eyed.  He only ran after the tiger, actually letting out curse words about he was he was quick to leave.	Twitches his ears.  Loky gasped faintly, starting to run away from the other with a huge grin on his visage. Catch him if you can.	others
6465	oooooo	74!	omg ur one of my big k-pop mutuals but somehow u didn't get a k-pop song	others
6466	You didn't just call kendrick overrated	Asf	Jesus, I understand if you don't like him but overrated? Idk about all that man	others
6467	Drop ya insta @ ‘s I wanna stalk new people these locals are boring	How are you going to follow my IG and say IG is boring	You’re no local bb grill u don’t count in this category	others
6468	anyone: h- me: suviche	We know	c u there	others
6469	After a blow-out weekend celebrating my ?	It’s definitely been harder this week. I’m having to catch up on the extra day job stuff that took a backseat in November. Some words are better than no words.	I know the feeling! Work, house work, all the other things that were pushed aside in November	others
6470	Sheffield United once shared Bramall Lane with cricket. Yorkshire CCC played their last game there in 1973 and a new South Stand was build to enclose the football ground. Pics here include a 1933 aerial view and the new stand in front of the pavilion.	Is the old pavilion still there?	No, long gone I'm afraid.	others
6471	ok...... what does no cap mean??? LOL	Spend all of his money	ur the only one whos apparently wanted me to know the real meaning:-)	others
6472	Something I've been working on. The Adventures of Professor Pickles. I'm still experimenting but I dig where it's going.	Interesting	I hope so. He's a Professor of Interdimensional Quantum Travel. Think Sliders but for kids and every dimension is filled with a different anamorphic species.	others
6473	This forever.	I see the point and I need to say I have almost zero experience with f#(which I will change) , but aren't c# functions also being used as first class citizen where it fits lately and isn't the whole OOP thing about composition and abstraction.	C# functions are in a sad state compared to those in F#. You can't compose them, because you have no currying, you have the clunky Func<> syntax everywhere, and on top of that, you have the extremely annoying distinction between Func and Action, because `void` is not a type.	others
6474	This term's College of Knowledge	I would love to participate in the Holiday edition of the Quiz Competition how do I sign up ?  Hello Baba Rufaro, I pray to find you well?	Hi, call us on 0242662689 and ask for Tapiwa - it would be great to have you on the show!	others
6475	Someone will marry wife and still be embarrassing himself in another girl's dm.  Is your wife a none living thing?  Why did you marry her if the plan was to be disrespecting her?  Shameless.	My sister how will u feel if they kept u in an isolated room with dstv,but u are only allowed to watch just one channel till u die..... ?????   U will be tempted to change d channel	Does this make sense to you?  How about you just don't get married than marry and cheat.	others
6476	one of like a million (okay maybe just like 12 and counting) stupid pictures of human x anthro audi because I got inspired by that stupid orangina add forever ago and can't unship it now will probs clean it up later and dump them all on here eventually	I think that looks great so far!	Thanks! :D having a lot of fun with this one ^^	others
6477	He literally does not commit to a second referendum. Boom	Fgs stop saying “ literally”. Do you know what it means?	Yes, thanks. I used it deliberately because he *literally* doesn’t commit to anything at all. Are you hard of thinking?	others
6478	soft boy Wooshin vs bad boy Wooshin	Why do I wanna kiss his shoulder	Because it’s right there	others
6479	Other win for the peanut city!	Must be the peanuts...	Must be. 5 out of 10 between 7 cities ain’t bad.	others
6480	lick bait	Just wanted some views for once just like all the other clickbating youtubers ;)	"this is too much clickbait so i dont think people will watch it because they will think its clickbait. theres a point where its not too boring but its not too clickbaity looking at the same time and thats the point you want... ""New bosses"" look too clickbaity. just suggesting bro"	others
6481	How I stated my day at 5 am. Turned out I have a virus	Feel better	Thank you!!	others
6482	shocking delivery service still not received my parcel and when I phone get nowhere with the shocking staff	Hello Andrew, thank you for bringing this to our attention. Please DM your full name, full address as well as your parcel ID and I will most certainly have a look into this for you. Thanks, Erin	When will you reply to my inbox as I messaged you over 24 hours ago	others
6483	It was literally played twice, uncensored, in Kremlin on Saturday but you do you.	he really thought this take made sense huh	‘Thought’ is probably giving him too much credit. I’d love to know who it is who’s apparently stopping them singing the word. And why they feel the need to say it so much anyway.	others
6484	Not going to be easy. Need to hit some shots down the field. Would love to see a big game from	Isn’t the best tactic for attacking someone with such lateral speed to run right at them?	Yeah... thats what they say. Definitely a struggle to get to the outside. Not many choices?!  Hopefully the boys up front are ready!	others
6485	for the love of all that is good in this world tell people how much they mean to u!!! it is so important for people to feel valued	I just complimented 4 people I didn’t know. Hugged 3 friends. Gave 3 people snacks for finals. And just smiled. It feels soooooo good to make people smile.	u make me smile	others
6486	I remember this song	I love this song	I like it	others
6487	No shade, but did they report this before Kmedia?	Have no idea tbh	Well it wouldn't be the first time lol~	others
6488	Where’s the picture of Alexandra Stepanova where she’s just 90% leg?	that could be any picture honestly but, this one?	Yes. That’s exactly the picture. But also yeah she’s always 90% leg.	others
6489	Today has been A Lot.	Everything happens so much	It really, really does.	others
6490	?	Shoot us a DM of your full name, email, and postal code so we can check in-store availability for you! We look forward to your response.	Another question, will the new Fossil Sport smartwatch ever get the Sport battery mode? I heard it doesn't have it at the moment...	others
6491	To be fair - I had no idea Canada had a space agency!	A lot of counties are developing them Japan,China,India, are slowly working there way in to the international stage	I knew about Japan and China but not India that is fantastic news for sure. Thanks for the great info!	others
6492	Yes	This girl tryna sell me 2 tickets for $35 right now lol might just have to do it	Do it, let’s turn up on GOD	others
6493	It’s when you start on the wedding guest list that you realize you don’t have any friends	girl i can take 47 seats if you want	Don’t worry yours already is written in gold (and you won’t need one for one part)	others
6494	16 - when he decided to almost cut his foot off with a chainsaw (instead cut through some toes real bad) the day before me and my mom were flying to Washington (:	BITCH WHAT	He was cutting firewood for the wood stove at our old house and slipped on a bit of ice. The chainsaw cut through his big toe and the following 2 toes. He had to get pins put in and stitches. It broke right through the bone of his big toe. Girl it was gnarly.	others
6495	i’m gonna repost this edit bc it’s the best one out there.	this is a lifesaver i had it bookmarked but its really gone..	same but if u have insta u can always find it here	others
6496	What a mixed up place this has become. This won't end well.	What won’t end well?	Are you a transgender? Have you had any surgery yet? How'd your momma & daddy take the news man?	others
6497	I guess Octopath Traveler is my favorite game of 2018? This was such a lackluster year for video games	My contenders are: Monster Hunter World, Spiderman Probably with the award going to Spiderman though I spent A LOT of time in MHW.  I have Octopath, I haven't loaded it up yet. I really want to get into it but BOTW keeps pulling me in.	I like Monster Hunter a lot its gorgeous but I have a hard time really loving games that require other people its not my preferred style	others
6498	NA-Aiumi	Teach me to swim?	hmmmm I could	others
6499	Attempt #4 initialized of gaining access to my sister's Minecraft account through . Only been about a 2 year process. Plz Send help.	Please we need content again!	It's been a battle. My hopes are small.	others
6500	اف احب كيف الستريس والاكتئاب والتفكير الزايد فجأه يداهموني، واضح ليلتي بتكون برعايتهم.	i know how you feel but don’t worry it’ll pass soon just don’t forget to relax, stay calm and take care of yourself. and don’t forget to drink your water mWAH	Aw dear heart:((!!!! Ilysm Promise you that I will	others
6501	Kobra Knife - Dragon 2077 Designed for  Sketchfab: Inspired from the incoming game ''Cyberpunk 2077''  Hope you guys like it !	Dope	Thank you !	others
6502	Speaking of missing, is there a @TsheetsbyQuickBooks in the house?	Oh oh! Or is it time for	Baby is already growing like a weed!	others
6503	I hope everyone is having a better morning than me because I lost $40 this morning	My dog at my $500 glasses.	Yikes	others
6504	We are having our best video stream month ever	How many for 's Galileo?	Well over 3,000!	others
6505	Idc how old I am getting shots from the doctor always will scare tf out of me	I use to run away from the doctor when I was young	I just hype myself to much before it then when it happens it doesn’t even hurt lmao	others
6506	Ahhhh I love you	that was fast wtf. give me your chaldea lunchtime	IVE BROUGHT HIM TO EVERY SINGLE FIGHT POSSIBLE.....	others
6507	It's gonna be at like stupid early am for us in the UK isn't it?	Half 1 in the morning apparently.	Oh hey that's not bad actually.	others
6508	.	*7 in a row	As in he just tied it, or set it?	others
6509	I don't often post a tweet (usually respond to them), but thinking of my much loved dad who would've been 86 today. Now dead for 5 years, the love I have for him is still as strong as ever. Love you, dad x	So sorry. I lost my Dad at 84 this year. It's a hard thing to go through.	That's kind of you. I am so sorry for your loss, especially horrible for you and your family, with losing him so soon. Take care x	others
6510	Thursday Flipping Results Bought over 60 cards this week (not including Lozano and Lala) to flip after rewards. Patreon lads got a few more players to flip, including Szczesny. Another great week flipping! Total Profit = ~600k	What to buy now?	I’m getting liquid	others
6511	Ratings agencies are important when you rely on western funding, apartheid did not need that. Sanctions and all, the system was self funding	But there were Western countries who were still funding and having good economic relations with SA during apartheid regardless of economic sanctions,some were even selling weapons to SA,so the rating agencies started in 1994?	The purpose of a ratings agency is to rate the ability of a country to repay its debt.	others
6512	Hoy, mo dawat lang kag grado nga limpyo, if I know, mag salig ra ka nila	mind sharing? lagot jud kayka bahhh, kinsa kaha na?	Nah, I better keep this to myself huehue	others
6513	This whole mentality that “everyone cheats” is trash.	O I hate the world we live in	Right!	others
6514	im drinking cucumber flavored sprite i think this is the pinnacle of my existence	i must locate this coveted flavor.........	it's super good, kinda tastes like tzatziki	others
6515	Im a massive history nerd with a soft spot for the Titanic and her sister ships	My LC History project was all about the Titanic	Mine was about the Olympic and Britannic. I initially planned to do all 3 but my history teacher said that if I got rid of the Titanic it would be more interesting for the examiner to read.	others
6516	on the top 100 playlist	such an honor	Hold up we got a few hits on here. Im just listening to them as they come on	others
6517	WHOA....!!! The things I Gotsta do.. to get what I Want...BOL	Dat was pretty good display of patience, at least by my standards.	Ahahahaha Ahahahaha I’m usually really really good at being Patient!!	others
6518	Wow even more	This is in Replay isn't it? i recognise those green walls	Oh no I've been made! Yes it's Replay, it's a really cool shop of course, it's just strange to see very Internet based things there, certainly keeping with the times on that front though	others
6519	YIKES	Don’t worry mine is also 93% showtunes	One non-showtune in my top 7 pages	others
6520	So bangs happened	Bangs are the moustache of the forehead. Your life is about to change.	Ouh how I hope in the love of God Coz I do need my life to be revamped	others
6521	she’s here ladies!!!	oh cute as fuck imagine me in that tho,,,,	IT WOULD DROWN YOU	others
6522	happy Birthday queen	thank youuu	No problem. Love you	others
6523	Someone call me at 12.30am to check if I’m still alive. Thanks	Why, was gwanin'?	I’m going to drink a lot of rum because I’m in a mood	others
6524	MY CRUSH CUT HER HAIR AND IS REFUSING TO SHOW ME KAJAKJWJWJW I LOVE SHORT HAIRED GIRLS OMG I'M GOING TO CRY TOMORROW KSNWKSKKSNSKSJJANAKWNJA GIRL SEND ME THE PICS PLS I HAVE TO PREPARE MYSELFFF	OMF AKSJSGGSGSGGSHAHANA	IKR I THINK I'LL DIE KWNAKANKA	others
6525	When WiFi at home goes down (AGAIN).  Hellloooo 3G	Hello there, sorry to hear of the broadband issues, is there anything listed here - that can explain this? ^JGS	Not listed there. No devices could connect for more than 2 seconds before losing connection.  I’ve turned it off for a few minutes then back on but use.  We upgraded to a new modem to stop this issue recently. Less than impressed from a self employed person	others
6526	I look stressed tf out	I miss you !	I miss you too	others
6527	I'm leaning towards avoiding large conventions in the future. It's been so hard for me to reach out to friends at them, and I'm apathetic about the deluge of new releases … might just be the depression+anxiety, but last few cons have felt intractable	Will you be at Chattanooga in January? Would love to play with you guys again	I think I'm attending, but sadly has a schedule conflict	others
6528	LAKFJSKAKX STOP	HOWD YOU GET IT WITHOUT THE GLITCH	WHEN HE FIRST POSTED IT, IT SAID IT WAS UNAVAILABLE BUT I OPENED THE APP UP AGAIN AND IT WAS THERE??	others
6529	I puked and rallied 3 times last night! Hellll yeah brother!!!!!	U puked?!?!? You’ve become weak with old age	h berry open bars are my weakness	others
6530	Tomorrow is my birthday	Happy birthday Mangle Schmidt	Thanks	others
6531	Can you please chip in $5? I need your help to raise funds for the American Cancer Society. I am grateful for *any* amount for this cause and event that are very important to me. Thank you so much. Please donate here:	Done! Good luck!!	Thank you soo sooo much. I appreciate your support!	others
6532	In two months time I’ll be single for four years. Imma host a graduation party for this degree I’ve earned!	127 seconds later, can't figure out the how & what I want to ask... So, if single and whatever the opposite of single is were buttons on a remote, which one would one press to get default settings?	Depends on what ticks the individual really. I can’t speak for everyone Single is the default setting for me	others
